fecha,sucursal,id_producto,stock_actual,stock_minimo
31/08/2026,City Bell,P0002,4,4
31/08/2026,City Bell,P0003,10,4
31/08/2026,City Bell,P0004,8,3
31/08/2026,City Bell,P0005,8,3
2026-08-31,City Bell,P0006,5,3
31/08/2026,City Bell,P0007,4,2
31/08/2026,City Bell,P0008,3,3
31/08/2026,City Bell,P0009,2,2
31/08/2026,City Bell,P0010,5,2
31/08/2026,City Bell,P0011,5,2
31/08/2026,City Bell,P0012,13,2
31/08/2026,City Bell,P0013,9,2
31/08/2026,City Bell,P0014,5,2
31/08/2026,City Bell,P0015,4,2
31/08/2026,City Bell,P0016,4,2
31/08/2026,City Bell,P0017,5,2
31/08/2026,City Bell,P0018,3,2
31/08/2026,City Bell,P0019,6,3
31/08/2026,City Bell,P0020,1,2
31/08/2026,City Bell,P0021,5,2
31/08/2026,City Bell,P0022,14,2
31/08/2026,City Bell,P0023,4,2
31/08/2026,City Bell,P0024,0,3
31/08/2026,City Bell,P0025,7,3
31/08/2026,City Bell,P0026,4,2
31/08/2026,City Bell,P0027,3,2
31/08/2026,City Bell,P0028,2,2
31/08/2026,City Bell,P0029,4,2
31/08/2026,City Bell,P0030,5,2
31/08/2026,City Bell,P0031,0,2
31/08/2026,City Bell,P0032,3,2
31/08/2026,City Bell,P0033,5,2
31/08/2026,City Bell,P0034,5,2
31/08/2026,City Bell,P0035,4,2
31/08/2026,City Bell,P0036,1,2
31/08/2026,City Bell,P0037,4,2
31/08/2026,City Bell,P0038,0,2
31/08/2026,City Bell,P0039,2,2
31/08/2026,City Bell,P0040,2,2
31/08/2026,City Bell,P0041,2,2
31/08/2026,CITY BELL,P0042,4,2
31/08/2026,City Bell,P0043,5,2
31/08/2026,City Bell,P0044,0,2
31/08/2026,City Bell,P0045,5,2
31/08/2026,City Bell,P0046,2,2
31/08/2026,City Bell,P0047,4,2
31/08/2026,City Bell,P0048,14,2
31/08/2026,City Bell,P0049,-3,2
31/08/2026,City Bell,P0050,3,2
31/08/2026,City Bell,P0051,1,2
31/08/2026,City Bell,P0052,4,2
31/08/2026,City Bell,P0053,13,2
31/08/2026,City Bell,P0054,1,2
31/08/2026,City Bell,P0055,2,2
31/08/2026,City Bell,P0056,11,2
31/08/2026,City Bell,P0057,2,2
31/08/2026,City Bell,P0058,2,2
31/08/2026,City Bell,P0059,5,2
31/08/2026,City Bell,P0060,12,2
31/08/2026,City Bell,P0061,1,2
31/08/2026,City Bell,P0062,1,2
31/08/2026,City Bell,P0063,3,2
31/08/2026,City Bell,P0064,4,2
31/08/2026,City Bell,P0065,3,2
31/08/2026,City Bell,P0066,4,2
31/08/2026,City Bell,P0067,5,2
31/08/2026,City Bell,P0068,3,2
31/08/2026,City Bell,P0069,2,2
31/08/2026,City Bell,P0070,2,2
31/08/2026,City Bell,P0071,2,2
31/08/2026,City Bell,P0072,9,2
31/08/2026,City Bell,P0073,5,2
31/08/2026,City Bell,P0074,4,2
31/08/2026,City Bell,P0075,1,2
31/08/2026,City Bell,P0076,3,2
31/08/2026,City Bell,P0077,2,2
31/08/2026,City Bell,P0078,5,2
31/08/2026,City Bell,P0079,4,2
31/08/2026,City Bell,P0080,8,2
31/08/2026,City Bell,P0081,2,
31/08/2026,City Bell,P0082,0,2
31/08/2026,City Bell,P0083,5,2
31/08/2026,City Bell,P0084,4,2
31/08/2026,City Bell,P0085,3,2
31/08/2026,City Bell,P0086,3,2
31/08/2026,City Bell,P0087,2,2
31/08/2026,City Bell,P0088,4,2
31/08/2026,City Bell,P0089,1,2
31/08/2026,City Bell,P0090,4,2
31/08/2026,City Bell,P0091,9,2
31/08/2026,City Bell,P0092,2,2
31/08/2026,City Bell,P0093,5,2
31/08/2026,City Bell,P0094,2,2
31/08/2026,City Bell,P0095,3,2
31/08/2026,City Bell,P0096,11,2
31/08/2026,City Bell,P0097,4,2
31/08/2026,City Bell,P0098,5,2
31/08/2026,City Bell,P0099,4,2
31/08/2026,City Bell,P0100,4,2
31/08/2026,City Bell,P0101,3,2
31/08/2026,City Bell,P0102,2,2
31/08/2026,City Bell,P0103,3,2
31/08/2026,City Bell,P0104,2,2
31/08/2026,City Bell,P0105,5,2
31/08/2026,City Bell,P0106,1,2
31/08/2026,City Bell,P0107,3,2
31/08/2026,City Bell,P0108,5,2
31/08/2026,City Bell,P0109,4,2
31/08/2026,City Bell,P0110,2,2
31/08/2026,City Bell,P0111,2,2
31/08/2026,City Bell,P0112,5,2
31/08/2026,City Bell,P0113,4,2
31/08/2026,City Bell,P0114,5,2
31/08/2026,City Bell,P0115,1,2
31/08/2026,City Bell,P0116,1,2
31/08/2026,City Bell,P0117,1,2
31/08/2026,City Bell,P0118,2,2
31/08/2026,City Bell,P0119,2,2
31/08/2026,City Bell,P9999,10,2
31/08/2026,City Bell,P0121,3,2
31/08/2026,City Bell,P0122,4,2
31/08/2026,City Bell,P0123,0,2
31/08/2026,City Bell,P0124,3,2
31/08/2026,City Bell,P0125,5,2
31/08/2026,City Bell,P0126,4,2
31/08/2026,City Bell,P0127,2,2
31/08/2026,City Bell,P0128,9,2
31/08/2026,City Bell,P0129,1,2
31/08/2026,City Bell,P0130,1,2
31/08/2026,City Bell,P0131,11,2
31/08/2026,City Bell,P0132,2,2
31/08/2026,City Bell,P0133,3,2
31/08/2026,City Bell,P0134,1,2
31/08/2026,City Bell,P0135,7,2
31/08/2026,City Bell,P0136,2,2
31/08/2026,City Bell,P0137,3,2
31/08/2026,City Bell,P0138,5,2
31/08/2026,City Bell,P0139,3,2
31/08/2026,City Bell,P0140,7,2
31/08/2026,City Bell,P0141,11,2
31/08/2026,City Bell,P0142,5,2
31/08/2026,City Bell,P0143,5,2
31/08/2026,City Bell,P0144,0,2
31/08/2026,City Bell,P0145,3,
31/08/2026,City Bell,P0146,5,2
31/08/2026,City Bell,P0147,0,2
31/08/2026,City Bell,P0148,2,2
31/08/2026,City Bell,P0149,4,2
31/08/2026,City Bell,P0150,11,2
31/08/2026,City Bell,P0151,2,2
31/08/2026,City Bell,P0152,3,2
31/08/2026,City Bell,P0153,5,2
31/08/2026,City Bell,P0154,2,2
31/08/2026,City Bell,P0155,2,2
31/08/2026,City Bell,P0156,3,2
31/08/2026,City Bell,P0157,5,2
31/08/2026,City Bell,P0158,3,2
31/08/2026,City Bell,P0159,7,2
31/08/2026,City Bell,P0160,1,2
31/08/2026,City Bell,P0161,3,2
31/08/2026,City Bell,P0162,13,2
31/08/2026,City Bell,P0163,4,2
31/08/2026,City Bell,P0164,12,2
31/08/2026,City Bell,P0165,4,2
31/08/2026,City Bell,P0166,0,2
31/08/2026,City Bell,P0167,2,2
31/08/2026,City Bell,P0168,5,2
31/08/2026,City Bell,P0169,12,2
31/08/2026,City Bell,P0170,3,2
31/08/2026,City Bell,P0171,5,2
31/08/2026,City Bell,P0172,4,2
31/08/2026,City Bell,P0173,2,2
31/08/2026,City Bell,P0174,10,2
31/08/2026,City Bell,P0175,2,2
31/08/2026,City Bell,P0176,8,2
31/08/2026,City Bell,P0177,3,2
31/08/2026,City Bell,P0178,-3,2
31/08/2026,City Bell,P0179,2,2
31/08/2026,City Bell,P0180,10,2
31/08/2026,City Bell,P0181,2,2
31/08/2026,City Bell,P0182,5,2
31/08/2026,City Bell,P0183,2,2
31/08/2026,City Bell,P0184,10,2
31/08/2026,City Bell,P0185,0,2
31/08/2026,City Bell,P0186,4,2
31/08/2026,City Bell,P0187,1,2
31/08/2026,City Bell,P0188,9,2
31/08/2026,City Bell,P0189,0,2
31/08/2026,City Bell,P0190,5,2
2026-08-31,City Bell,P0191,2,2
31/08/2026,City Bell,P0192,8,2
31/08/2026,City Bell,P0193,5,2
31/08/2026,City Bell,P0194,8,2
31/08/2026,City Bell,P0195,2,2
31/08/2026,City Bell,P0196,2,2
31/08/2026,City Bell,P0197,5,2
31/08/2026,City Bell,P0198,5,2
31/08/2026,City Bell,P0199,5,2
31/08/2026,City bell,P0200,5,2
31/08/2026,Los Hornos,P0001,15,6
31/08/2026,Los Hornos,P0002,0,2
31/08/2026,Los Hornos,P0003,4,2
31/08/2026,Los Hornos,P0004,0,2
31/08/2026,Los Hornos,P0005,5,2
31/08/2026,Los Hornos,P0006,2,2
31/08/2026,Los Hornos,P0007,3,2
31/08/2026,Los Hornos,P0008,4,2
31/08/2026,Los Hornos,P0009,3,2
31/08/2026,Los Hornos,P0010,4,2
31/08/2026,Los Hornos,P0011,3,2
31/08/2026,Los Hornos,P0012,4,2
31/08/2026,Los Hornos,P0013,3,2
31/08/2026,Los Hornos,P0014,4,2
31/08/2026,Los Hornos,P0015,1,2
31/08/2026,Los Hornos,P0016,4,2
31/08/2026,Los Hornos,P0017,3,2
31/08/2026,Los Hornos,P0018,5,2
31/08/2026,Los Hornos,P0019,1,2
31/08/2026,Los Hornos,P0020,2,2
31/08/2026,Los Hornos,P0021,4,2
31/08/2026,Los Hornos,P0022,5,2
31/08/2026,Los Hornos,P0023,2,2
31/08/2026,Los Hornos,P0024,3,2
31/08/2026,Los Hornos,P0025,4,2
31/08/2026,Los Hornos,P0026,1,2
31/08/2026,Los Hornos,P0027,2,2
31/08/2026,Los Hornos,P0028,1,2
31/08/2026,Los Hornos,P0029,5,2
31/08/2026,Los Hornos,P0030,5,2
31/08/2026,Los Hornos,P0031,3,2
31/08/2026,Los Hornos,P0032,11,2
31/08/2026,Los Hornos,P0033,0,2
31/08/2026,Los Hornos,P0034,3,2
31/08/2026,Los Hornos,P0035,4,2
31/08/2026,Los Hornos,P0036,4,2
31/08/2026,Los Hornos,P0037,4,2
31/08/2026,Los hornos,P0038,3,2
31/08/2026,Los Hornos,P0039,5,2
31/08/2026,Los Hornos,P0040,3,2
31/08/2026,Los Hornos,P0041,4,2
31/08/2026,Los Hornos,P0042,4,2
31/08/2026,Los Hornos,P0043,5,2
31/08/2026,Los Hornos,P0044,3,2
31/08/2026,Los Hornos,P0045,0,2
31/08/2026,Los Hornos,P0046,4,2
31/08/2026,Los Hornos,P0047,4,2
31/08/2026,Los Hornos,P0048,4,2
31/08/2026,Los Hornos,P0049,4,2
31/08/2026,Los Hornos,P0050,3,2
31/08/2026,Los Hornos,P0051,0,2
31/08/2026,Los Hornos,P0052,5,2
31/08/2026,Los Hornos,P0053,1,2
31/08/2026,Los Hornos,P0054,1,2
31/08/2026,Los Hornos,P0055,4,2
31/08/2026,Los Hornos,P0056,2,2
31/08/2026,Los Hornos,P0057,14,2
31/08/2026,Los Hornos,P0058,9,2
31/08/2026,Los Hornos,P0059,4,2
31/08/2026,Los Hornos,P0060,3,2
31/08/2026,Los Hornos,P0061,3,2
31/08/2026,Los Hornos,P0062,2,2
31/08/2026,Los Hornos,P0063,3,2
31/08/2026,Los Hornos,P0064,0,2
31/08/2026,Los Hornos,P0065,14,2
31/08/2026,Los Hornos,P0066,3,2
31/08/2026,Los Hornos,P0067,-2,2
31/08/2026,Los Hornos,P0068,3,2
31/08/2026,Los Hornos,P0069,2,2
31/08/2026,Los Hornos,P0070,5,2
31/08/2026,Los Hornos,P0071,3,2
31/08/2026,Los Hornos,P0072,3,2
2026-08-31,Los Hornos,P0073,4,2
31/08/2026,Los Hornos,P0074,10,2
31/08/2026,Los Hornos,P0075,5,2
31/08/2026,Los Hornos,P0076,10,2
31/08/2026,Los Hornos,P0077,0,2
31/08/2026,Los Hornos,P0078,5,2
31/08/2026,Los Hornos,P0079,3,2
31/08/2026,Los Hornos,P0080,3,2
31/08/2026,Los Hornos,P0081,5,2
31/08/2026,Los Hornos,P0082,0,2
31/08/2026,Los Hornos,P0083,5,2
31/08/2026,Los Hornos,P0084,3,2
31/08/2026,Los Hornos,P0085,4,2
31/08/2026,Los Hornos,P0086,5,2
31/08/2026,Los Hornos,P0087,2,2
31/08/2026,Los Hornos,P0088,1,2
31/08/2026,Los Hornos,P0089,4,2
31/08/2026,Los Hornos,P0090,5,2
31/08/2026,Los Hornos,P0091,5,2
31/08/2026,Los Hornos,P0092,3,2
31/08/2026,Los Hornos,P0093,4,2
31/08/2026,Los Hornos,P0094,2,2
31/08/2026,Los Hornos,P0095,5,2
31/08/2026,Los Hornos,P0096,5,2
31/08/2026,Los Hornos,P0097,4,2
31/08/2026,Los Hornos,P0098,2,2
31/08/2026,Los Hornos,P0099,8,2
31/08/2026,Los Hornos,P0100,1,2
31/08/2026,Los Hornos,P0101,2,2
31/08/2026,Los Hornos,P0102,4,
31/08/2026,Los Hornos,P0103,4,2
31/08/2026,Los Hornos,P0104,4,2
31/08/2026,Los Hornos,P0105,0,2
31/08/2026,Los Hornos,P0106,5,2
31/08/2026,Los Hornos,P0107,5,2
31/08/2026,Los Hornos,P0108,5,2
31/08/2026,Los Hornos,P0109,0,2
31/08/2026,Los Hornos,P0110,0,2
31/08/2026,Los Hornos,P0111,1,2
31/08/2026,Los Hornos,P0112,3,2
31/08/2026,Los Hornos,P0113,1,2
31/08/2026,Los Hornos,P0114,5,2
31/08/2026,Los Hornos,P0115,3,2
31/08/2026,Los Hornos,P0116,14,2
31/08/2026,Los Hornos,P0117,4,2
31/08/2026,Los Hornos,P0118,2,2
31/08/2026,Los Hornos,P0119,5,2
31/08/2026,Los Hornos,P0120,5,2
31/08/2026,Los Hornos,P9999,2,2
31/08/2026,Los Hornos,P0122,5,2
31/08/2026,Los Hornos,P0123,3,2
31/08/2026,Los Hornos,P0124,2,2
31/08/2026,Los Hornos,P0125,5,2
31/08/2026,Los Hornos,P0126,8,2
31/08/2026,Los Hornos,P0127,2,2
31/08/2026,Los Hornos,P0128,12,2
31/08/2026,Los Hornos,P0129,3,2
31/08/2026,Los Hornos,P0130,5,2
31/08/2026,Los Hornos,P0131,0,2
31/08/2026,Los Hornos,P0132,5,2
31/08/2026,Los Hornos,P0133,3,2
31/08/2026,Los Hornos,P0134,5,2
31/08/2026,Los Hornos,P0135,13,2
31/08/2026,Los Hornos,P0136,4,2
31/08/2026,Los Hornos,P0137,5,2
31/08/2026,Los Hornos,P0138,2,2
31/08/2026,Los Hornos,P0139,2,2
31/08/2026,Los Hornos,P0140,5,2
31/08/2026,Los Hornos,P0141,3,2
31/08/2026,Los Hornos,P0142,2,2
31/08/2026,Los Hornos,P0143,0,2
31/08/2026,Los Hornos,P0144,12,2
31/08/2026,Los Hornos,P0145,3,2
31/08/2026,Los Hornos,P0146,1,2
31/08/2026,Los Hornos,P0147,1,2
31/08/2026,Los Hornos,P0148,0,2
31/08/2026,Los Hornos,P0149,3,2
31/08/2026,Los Hornos,P0150,5,2
31/08/2026,Los Hornos,P0151,1,2
31/08/2026,Sucursal Los Hornos,P0152,8,2
31/08/2026,Los Hornos,P0153,5,2
31/08/2026,Los Hornos,P0154,5,2
31/08/2026,Los Hornos,P0155,5,2
31/08/2026,Los Hornos,P0156,3,2
31/08/2026,Los Hornos,P0157,12,2
31/08/2026,Los Hornos,P0158,4,2
31/08/2026,Los Hornos,P0159,2,2
31/08/2026,Los Hornos,P0160,5,2
31/08/2026,Los Hornos,P0161,2,2
31/08/2026,Los Hornos,P0162,2,2
31/08/2026,Los Hornos,P0163,0,2
31/08/2026,Los Hornos,P0164,1,2
31/08/2026,Los Hornos,P0165,3,2
31/08/2026,Los Hornos,P0166,3,2
31/08/2026,Los Hornos,P0167,2,2
31/08/2026,Los Hornos,P0168,4,2
31/08/2026,Los Hornos,P0169,3,2
31/08/2026,Los Hornos,P0170,10,2
31/08/2026,Los Hornos,P0171,13,2
31/08/2026,Los Hornos,P0172,1,2
31/08/2026,Los Hornos,P0173,4,
31/08/2026,Los Hornos,P0174,4,2
31/08/2026,Los Hornos,P0175,4,2
31/08/2026,Los Hornos,P0176,12,2
31/08/2026,Los Hornos,P0177,1,2
31/08/2026,Los Hornos,P0178,2,2
31/08/2026,Los Hornos,P0179,9,2
31/08/2026,Los Hornos,P0180,2,2
31/08/2026,Los Hornos,P0181,11,2
31/08/2026,Los Hornos,P0182,12,2
31/08/2026,Los Hornos,P0183,0,2
31/08/2026,Los Hornos,P0184,3,2
31/08/2026,Los Hornos,P0185,3,2
31/08/2026,Los Hornos,P0186,3,2
31/08/2026,Los Hornos,P0187,3,2
31/08/2026,Los Hornos,P0188,1,2
31/08/2026,Los Hornos,P0189,5,2
31/08/2026,Los Hornos,P0190,2,2
31/08/2026,Los Hornos,P0191,-1,2
31/08/2026,Los Hornos,P0192,1,2
31/08/2026,Los Hornos,P0193,13,2
31/08/2026,Los Hornos,P0194,4,2
31/08/2026,Los Hornos,P0195,1,2
31/08/2026,Los Hornos,P0196,3,2
31/08/2026,Los Hornos,P0197,3,2
31/08/2026,Los Hornos,P0198,4,2
31/08/2026,Los Hornos,P0199,5,2
31/08/2026,Los Hornos,P0200,3,2
31/08/2026,Centro,P0027,5,2
31/08/2026,Centro,P0098,11,2
31/08/2026,Centro,P0189,1,2
31/08/2026,City Bell,P0056,11,2
31/08/2026,City Bell,P0170,3,2
31/08/2026,Los Hornos,P0049,4,2
31/08/2026,Los Hornos,P0178,2,2
