fecha,sucursal,id_producto,stock_actual,stock_minimo,fecha_original,fecha_invalida,fecha_fuera_rango,stock_actual_invalido,stock_minimo_invalido,requiere_revision,motivo_revision,producto_existe,producto,categoria,subcategoria,marca,costo,precio_lista,proveedor
2026-08-31,Centro,P0045,2,2.0,31/08/2026,False,False,False,False,False,,True,Catit Premium Perro 1 kg,Alimentos,Perro,Catit,39700.0,59100.0,EcoPet Distribuciones
2026-08-31,Centro,P0046,2,2.0,31/08/2026,False,False,False,False,False,,True,Pedigree Cachorro Gato 3 kg,Alimentos,Gato,Pedigree,29500.0,39500.0,NutriPet Sur
2026-08-31,Centro,P0047,4,2.0,31/08/2026,False,False,False,False,False,,True,"König Piel sensible Perro 7,5 kg",Alimentos,Perro,König,19200.0,36000.0,Accesorios Huella
2026-08-31,Centro,P0048,0,2.0,31/08/2026,False,False,False,False,False,,True,Excellent Premium Gato 10 kg,Alimentos,Gato,Excellent,37600.0,51200.0,Distribuidora Patitas
2026-08-31,Centro,P0049,9,2.0,31/08/2026,False,False,False,False,False,,True,Balanced Cachorro Perro 15 kg,Alimentos,Perro,Balanced,45700.0,63900.0,Mundo Mascota
2026-08-31,Centro,P0050,2,2.0,31/08/2026,False,False,False,False,False,,True,Catit Piel sensible Gato 1 kg,Alimentos,Gato,Catit,26100.0,35000.0,Pet Supply BA
2026-08-31,Centro,P0051,1,2.0,31/08/2026,False,False,False,False,False,,True,Pedigree Premium Perro 3 kg,Alimentos,Perro,Pedigree,15500.0,23600.0,Mayorista Animalia
2026-08-31,Centro,P0052,2,2.0,31/08/2026,False,False,False,False,False,,True,"König Cachorro Gato 7,5 kg",Alimentos,Gato,König,3100.0,4500.0,Veterinaria Central
2026-08-31,Centro,P0053,1,2.0,31/08/2026,False,False,False,False,False,,True,Excellent Piel sensible Perro 10 kg,Alimentos,Perro,Excellent,9900.0,17800.0,EcoPet Distribuciones
2026-08-31,Centro,P0054,1,2.0,31/08/2026,False,False,False,False,False,,True,Balanced Premium Gato 15 kg,Alimentos,Gato,Balanced,16100.0,21900.0,NutriPet Sur
2026-08-31,Centro,P0055,5,2.0,31/08/2026,False,False,False,False,False,,True,Catit Cachorro Perro 1 kg,Alimentos,Perro,Catit,21200.0,35500.0,Accesorios Huella
2026-08-31,Centro,P0056,5,2.0,31/08/2026,False,False,False,False,False,,True,Pedigree Piel sensible Gato 3 kg,Alimentos,Gato,Pedigree,41200.0,65500.0,Distribuidora Patitas
2026-08-31,Centro,P0057,4,2.0,31/08/2026,False,False,False,False,False,,True,"König Premium Perro 7,5 kg",Alimentos,Perro,König,15900.0,21400.0,Mundo Mascota
2026-08-31,Centro,P0058,5,2.0,31/08/2026,False,False,False,False,False,,True,Excellent Cachorro Gato 10 kg,Alimentos,Gato,Excellent,10100.0,16400.0,Pet Supply BA
2026-08-31,Centro,P0059,4,2.0,31/08/2026,False,False,False,False,False,,True,Balanced Piel sensible Perro 15 kg,Alimentos,Perro,Balanced,33300.0,44700.0,Mayorista Animalia
2026-08-31,Centro,P0060,2,2.0,31/08/2026,False,False,False,False,False,,True,Catit Premium Gato 1 kg,Alimentos,Gato,Catit,33500.0,58000.0,Veterinaria Central
2026-08-31,Centro,P0061,5,2.0,31/08/2026,False,False,False,False,False,,True,Pedigree Cachorro Perro 3 kg,Alimentos,Perro,Pedigree,26200.0,47400.0,EcoPet Distribuciones
2026-08-31,Centro,P0062,6,3.0,31/08/2026,False,False,False,False,False,,True,"König Piel sensible Gato 7,5 kg",Alimentos,Gato,König,18500.0,28400.0,NutriPet Sur
2026-08-31,Centro,P0063,1,2.0,31/08/2026,False,False,False,False,False,,True,Excellent Premium Perro 10 kg,Alimentos,Perro,Excellent,9200.0,14100.0,Accesorios Huella
2026-08-31,Centro,P0064,3,2.0,31/08/2026,False,False,False,False,False,,True,Balanced Cachorro Gato 15 kg,Alimentos,Gato,Balanced,,33100.0,Distribuidora Patitas
2026-08-31,Centro,P0065,2,2.0,31/08/2026,False,False,False,False,False,,True,Catit Piel sensible Perro 1 kg,Alimentos,Perro,Catit,4900.0,6600.0,Mundo Mascota
2026-08-31,Centro,P0066,5,2.0,31/08/2026,False,False,False,False,False,,True,Pedigree Premium Gato 3 kg,Alimentos,Gato,Pedigree,50100.0,67600.0,Pet Supply BA
2026-08-31,Centro,P0067,3,2.0,31/08/2026,False,False,False,False,False,,True,"König Cachorro Perro 7,5 kg",Alimentos,Perro,König,46000.0,60500.0,Mayorista Animalia
2026-08-31,Centro,P0068,3,2.0,31/08/2026,False,False,False,False,False,,True,Excellent Piel sensible Gato 10 kg,Alimentos,Gato,Excellent,19900.0,31600.0,Veterinaria Central
2026-08-31,Centro,P0069,4,2.0,31/08/2026,False,False,False,False,False,,True,Balanced Premium Perro 15 kg,Alimentos,Perro,Balanced,37400.0,64700.0,EcoPet Distribuciones
2026-08-31,Centro,P0070,11,2.0,31/08/2026,False,False,False,False,False,,True,Catit Cachorro Gato 1 kg,Alimentos,Gato,Catit,34300.0,60400.0,NutriPet Sur
2026-08-31,Centro,P0071,12,2.0,31/08/2026,False,False,False,False,False,,True,Pedigree Piel sensible Perro 3 kg,Alimentos,Perro,Pedigree,6200.0,8100.0,Accesorios Huella
2026-08-31,Centro,P0072,3,2.0,31/08/2026,False,False,False,False,False,,True,"König Premium Gato 7,5 kg",Alimentos,Gato,König,3600.0,6100.0,Distribuidora Patitas
2026-08-31,Centro,P0073,3,2.0,31/08/2026,False,False,False,False,False,,True,Excellent Cachorro Perro 10 kg,Alimentos,Perro,Excellent,34500.0,58200.0,Mundo Mascota
2026-08-31,Centro,P0074,5,2.0,31/08/2026,False,False,False,False,False,,True,Balanced Piel sensible Gato 15 kg,Alimentos,Gato,Balanced,21500.0,29100.0,Pet Supply BA
2026-08-31,Centro,P0075,3,2.0,31/08/2026,False,False,False,False,False,,True,Catit Premium Perro 1 kg,Alimentos,Perro,Catit,29900.0,42600.0,Mayorista Animalia
2026-08-31,Centro,P0076,5,2.0,31/08/2026,False,False,False,False,False,,True,Pedigree Cachorro Gato 3 kg,Alimentos,Gato,Pedigree,30600.0,52200.0,Veterinaria Central
2026-08-31,Centro,P0077,3,2.0,31/08/2026,False,False,False,False,False,,True,"König Piel sensible Perro 7,5 kg",Alimentos,Perro,König,41000.0,60400.0,EcoPet Distribuciones
2026-08-31,Centro,P0079,5,2.0,31/08/2026,False,False,False,False,False,,True,Balanced Cachorro Perro 15 kg,Alimentos,Perro,Balanced,46326.0,44900.0,Accesorios Huella
2026-08-31,Centro,P0080,1,2.0,31/08/2026,False,False,False,False,False,,True,Catit Piel sensible Gato 1 kg,Alimentos,Gato,Catit,14500.0,24100.0,Distribuidora Patitas
2026-08-31,Centro,P0081,2,2.0,31/08/2026,False,False,False,False,False,,True,Pedigree Tiras Perro 150 g,Snacks,Perro,Pedigree,6300.0,9600.0,Mundo Mascota
2026-08-31,Centro,P0082,2,2.0,31/08/2026,False,False,False,False,False,,True,König Galletas Gato 500 g,Snacks,Gato,König,3100.0,4500.0,Pet Supply BA
2026-08-31,Centro,P0083,4,2.0,31/08/2026,False,False,False,False,False,,True,Excellent Mix entrenamiento Perro 150 g,Snacks,Perro,Excellent,2900.0,4800.0,Mayorista Animalia
2026-08-31,Centro,P0084,2,2.0,31/08/2026,False,False,False,False,False,,True,Balanced Tiras Gato 500 g,Snacks,Gato,Balanced,3300.0,4900.0,Veterinaria Central
2026-08-31,Centro,P0085,2,2.0,31/08/2026,False,False,False,False,False,,True,Catit Galletas Perro 150 g,Snacks,Perro,Catit,1900.0,3400.0,EcoPet Distribuciones
2026-08-31,Centro,P0086,1,2.0,31/08/2026,False,False,False,False,False,,True,Pedigree Mix entrenamiento Gato 500 g,Snacks,Gato,Pedigree,6400.0,9700.0,NutriPet Sur
2026-08-31,Centro,P0087,3,2.0,31/08/2026,False,False,False,False,False,,True,König Tiras Perro 150 g,Snacks,Perro,König,3000.0,4500.0,Accesorios Huella
2026-08-31,Centro,P0088,4,2.0,31/08/2026,False,False,False,False,False,,True,Excellent Galletas Gato 500 g,Snacks,Gato,Excellent,6600.0,10800.0,Distribuidora Patitas
2026-08-31,Centro,P0089,5,2.0,2026-08-31,False,False,False,False,False,,True,Balanced Mix entrenamiento Perro 150 g,Snacks,Perro,Balanced,4100.0,6100.0,Mundo Mascota
2026-08-31,Centro,P0090,3,2.0,31/08/2026,False,False,False,False,False,,True,Catit Tiras Gato 500 g,Snacks,Gato,Catit,5500.0,9600.0,Pet Supply BA
2026-08-31,Centro,P0091,3,2.0,31/08/2026,False,False,False,False,False,,True,Pedigree Galletas Perro 150 g,Snacks,Perro,Pedigree,6100.0,8400.0,Mayorista Animalia
2026-08-31,Centro,P0092,5,2.0,31/08/2026,False,False,False,False,False,,True,König Mix entrenamiento Gato 500 g,Snacks,Gato,König,2000.0,3200.0,Veterinaria Central
2026-08-31,Centro,P0093,4,2.0,31/08/2026,False,False,False,False,False,,True,Excellent Tiras Perro 150 g,Snacks,Perro,Excellent,7100.0,12100.0,EcoPet Distribuciones
2026-08-31,Centro,P0094,8,2.0,31/08/2026,False,False,False,False,False,,True,Balanced Galletas Gato 500 g,Snacks,Gato,Balanced,2100.0,3000.0,NutriPet Sur
2026-08-31,Centro,P0095,4,2.0,31/08/2026,False,False,False,False,False,,True,Catit Mix entrenamiento Perro 150 g,Snacks,Perro,Catit,4500.0,7900.0,Accesorios Huella
2026-08-31,Centro,P0096,11,2.0,31/08/2026,False,False,False,False,False,,True,Pedigree Tiras Gato 500 g,Accesorios,Gato,Pedigree,6700.0,9100.0,Distribuidora Patitas
2026-08-31,Centro,P0097,3,2.0,31/08/2026,False,False,False,False,False,,True,König Galletas Perro 150 g,Snacks,Perro,König,6200.0,9700.0,Mundo Mascota
2026-08-31,Centro,P0098,11,2.0,31/08/2026,False,False,False,False,False,,True,Excellent Mix entrenamiento Gato 500 g,Snacks,Gato,Excellent,3800.0,6900.0,Pet Supply BA
2026-08-31,Centro,P0099,3,2.0,31/08/2026,False,False,False,False,False,,True,Balanced Tiras Perro 150 g,Snacks,Perro,Balanced,3800.0,7000.0,Mayorista Animalia
2026-08-31,Centro,P0100,5,2.0,31/08/2026,False,False,False,False,False,,True,Catit Galletas Gato 500 g,Snacks,Gato,Catit,3600.0,6400.0,Veterinaria Central
2026-08-31,Centro,P0101,1,2.0,31/08/2026,False,False,False,False,False,,True,Pedigree Mix entrenamiento Perro 150 g,Snacks,Perro,Pedigree,3400.0,5100.0,EcoPet Distribuciones
2026-08-31,Centro,P0103,0,2.0,31/08/2026,False,False,False,False,False,,True,Excellent Galletas Perro 150 g,Snacks,Perro,Excellent,1900.0,2700.0,Accesorios Huella
2026-08-31,Centro,P0104,0,2.0,31/08/2026,False,False,False,False,False,,True,Balanced Mix entrenamiento Gato 500 g,Snacks,Gato,Balanced,4600.0,6200.0,Distribuidora Patitas
2026-08-31,Centro,P0105,7,2.0,31/08/2026,False,False,False,False,False,,True,Catit Tiras Perro 150 g,Snacks,Perro,Catit,2500.0,3300.0,Mundo Mascota
2026-08-31,Centro,P0106,1,2.0,31/08/2026,False,False,False,False,False,,True,Eukanuba Cepillo dental Perro 500 ml,Higiene,Perro,Eukanuba,2900.0,4700.0,Pet Supply BA
2026-08-31,Centro,P0107,4,2.0,31/08/2026,False,False,False,False,False,,True,Agility Arena sanitaria Gato 1 l,Higiene,Gato,Agility,5400.0,9600.0,Mayorista Animalia
2026-08-31,Centro,P0108,1,2.0,31/08/2026,False,False,False,False,False,,True,Dogit Shampoo General 2 kg,Higiene,General,Dogit,2100.0,3600.0,Veterinaria Central
2026-08-31,Centro,P0109,9,2.0,31/08/2026,False,False,False,False,False,,True,Purina Cepillo dental Perro 4 kg,Higiene,Perro,Purina,13400.0,17500.0,EcoPet Distribuciones
2026-08-31,Centro,P0110,4,2.0,31/08/2026,False,False,False,False,False,,True,Kongo Arena sanitaria Gato 250 ml,Higiene,Gato,Kongo,12300.0,16000.0,
2026-08-31,Centro,P0111,2,2.0,31/08/2026,False,False,False,False,False,,True,Eukanuba Shampoo General 500 ml,Higiene,General,Eukanuba,2100.0,3700.0,Accesorios Huella
2026-08-31,Centro,P0112,3,2.0,31/08/2026,False,False,False,False,False,,True,Agility Cepillo dental Perro 1 l,Higiene,Perro,Agility,7800.0,13900.0,Distribuidora Patitas
2026-08-31,Centro,P0113,4,2.0,31/08/2026,False,False,False,False,False,,True,Dogit Arena sanitaria Gato 2 kg,Higiene,Gato,Dogit,10200.0,14500.0,Mundo Mascota
2026-08-31,Centro,P0114,1,2.0,31/08/2026,False,False,False,False,False,,True,Purina Shampoo General 4 kg,Higiene,General,Purina,6200.0,8400.0,Pet Supply BA
2026-08-31,Centro,P0115,0,2.0,31/08/2026,False,False,False,False,False,,True,Kongo Cepillo dental Perro 250 ml,Higiene,Perro,Kongo,11100.0,16600.0,Mayorista Animalia
2026-08-31,Centro,P0116,3,2.0,31/08/2026,False,False,False,False,False,,True,Eukanuba Arena sanitaria Gato 500 ml,Higiene,Gato,Eukanuba,2600.0,3700.0,Veterinaria Central
2026-08-31,Centro,P0117,1,2.0,31/08/2026,False,False,False,False,False,,True,Agility Shampoo General 1 l,Higiene,General,Agility,5500.0,8800.0,EcoPet Distribuciones
2026-08-31,Centro,P0118,3,2.0,31/08/2026,False,False,False,False,False,,True,Dogit Cepillo dental Perro 2 kg,Higiene,Perro,Dogit,8400.0,11300.0,NutriPet Sur
2026-08-31,Centro,P0119,5,2.0,31/08/2026,False,False,False,False,False,,True,Purina Arena sanitaria Gato 4 kg,Higiene,Gato,Purina,4700.0,6900.0,Accesorios Huella
2026-08-31,Centro,P0121,0,2.0,31/08/2026,False,False,False,False,False,,True,Eukanuba Cepillo dental Perro 500 ml,Higiene,Perro,Eukanuba,8800.0,16400.0,Mundo Mascota
2026-08-31,Centro,P0122,4,2.0,31/08/2026,False,False,False,False,False,,True,Agility Arena sanitaria Gato 1 l,Higiene,Gato,Agility,7900.0,11400.0,Pet Supply BA
2026-08-31,Centro,P0123,14,2.0,31/08/2026,False,False,False,False,False,,True,Dogit Shampoo General 2 kg,Higiene,General,Dogit,12500.0,18800.0,Mayorista Animalia
2026-08-31,Centro,P0124,1,2.0,31/08/2026,False,False,False,False,False,,True,Purina Cepillo dental Perro 4 kg,Higiene,Perro,Purina,3000.0,4000.0,Veterinaria Central
2026-08-31,Centro,P0125,5,2.0,31/08/2026,False,False,False,False,False,,True,Kongo Arena sanitaria Gato 250 ml,Higiene,Gato,Kongo,4200.0,5600.0,EcoPet Distribuciones
2026-08-31,Centro,P0126,2,2.0,31/08/2026,False,False,False,False,False,,True,Eukanuba Shampoo General 500 ml,Higiene,General,Eukanuba,14200.0,21600.0,NutriPet Sur
2026-08-31,Centro,P0127,4,2.0,31/08/2026,False,False,False,False,False,,True,Agility Cepillo dental Perro 1 l,Higiene,Perro,Agility,7400.0,13000.0,Accesorios Huella
2026-08-31,Centro,P0128,3,2.0,31/08/2026,False,False,False,False,False,,True,Dogit Arena sanitaria Gato 2 kg,Higiene,Gato,Dogit,8200.0,13200.0,Distribuidora Patitas
2026-08-31,Centro,P0129,12,2.0,31/08/2026,False,False,False,False,False,,True,Purina Shampoo General 4 kg,Higiene,General,Purina,3900.0,5300.0,Mundo Mascota
2026-08-31,Centro,P0130,1,2.0,31/08/2026,False,False,False,False,False,,True,Kongo Cepillo dental Perro 250 ml,Higiene,Perro,Kongo,8000.0,10400.0,Pet Supply BA
2026-08-31,Centro,P0131,1,2.0,31/08/2026,False,False,False,False,False,,True,Eukanuba Arena sanitaria Gato 500 ml,Higiene,Gato,Eukanuba,8200.0,12700.0,Mayorista Animalia
2026-08-31,Centro,P0132,1,2.0,31/08/2026,False,False,False,False,False,,True,Agility Shampoo General 1 l,Higiene,General,Agility,12200.0,18500.0,Veterinaria Central
2026-08-31,Centro,P0133,4,2.0,31/08/2026,False,False,False,False,False,,True,Dogit Cepillo dental Perro 2 kg,Higiene,Perro,Dogit,4730.0,3600.0,EcoPet Distribuciones
2026-08-31,Centro,P0134,4,2.0,31/08/2026,False,False,False,False,False,,True,Purina Arena sanitaria Gato 4 kg,Higiene,Gato,Purina,3100.0,4100.0,NutriPet Sur
2026-08-31,Centro,P0135,11,2.0,31/08/2026,False,False,False,False,False,,True,Kongo Shampoo General 250 ml,Higiene,General,Kongo,3700.0,4900.0,Accesorios Huella
2026-08-31,Centro,P0136,5,2.0,31/08/2026,False,False,False,False,False,,True,Nutribon Correa Perro S,Accesorios,Perro,Nutribon,40000.0,69300.0,Distribuidora Patitas
2026-08-31,Centro,P0137,3,2.0,31/08/2026,False,False,False,False,False,,True,Royal Canin Juguete Gato M,Accesorios,Gato,Royal Canin,30800.0,46800.0,Mundo Mascota
2026-08-31,Centro,P0138,3,2.0,31/08/2026,False,False,False,False,False,,True,Whiskas Correa General L,Accesorios,General,Whiskas,2900.0,5100.0,Pet Supply BA
2026-08-31,Centro,P0139,8,2.0,31/08/2026,False,False,False,False,False,,True,Osspret Juguete Perro XL,Accesorios,Perro,Osspret,17300.0,31500.0,Mayorista Animalia
2026-08-31,Centro,P0140,3,2.0,31/08/2026,False,False,False,False,False,,True,Vitalcan Correa Gato XS,Accesorios,Gato,Vitalcan,51300.0,67100.0,Veterinaria Central
2026-08-31,Centro,P0141,14,2.0,31/08/2026,False,False,False,False,False,,True,Nutribon Juguete General S,Accesorios,General,Nutribon,34200.0,61500.0,EcoPet Distribuciones
2026-08-31,Centro,P0142,4,2.0,31/08/2026,False,False,False,False,False,,True,Royal Canin Correa Perro M,Accesorios,Perro,Royal Canin,42700.0,61400.0,NutriPet Sur
2026-08-31,Centro,P0143,2,2.0,31/08/2026,False,False,False,False,False,,True,Whiskas Juguete Gato L,Accesorios,Gato,Whiskas,45800.0,84400.0,Accesorios Huella
2026-08-31,Centro,P0144,2,2.0,31/08/2026,False,False,False,False,False,,True,Osspret Correa General XL,Higiene,General,Osspret,27700.0,36900.0,Distribuidora Patitas
2026-08-31,Centro,P0145,3,2.0,31/08/2026,False,False,False,False,False,,True,Vitalcan Juguete Perro XS,Accesorios,Perro,Vitalcan,30200.0,57000.0,Mundo Mascota
2026-08-31,Centro,P0146,3,2.0,31/08/2026,False,False,False,False,False,,True,Nutribon Correa Gato S,Accesorios,Gato,Nutribon,24800.0,36800.0,Pet Supply BA
2026-08-31,Centro,P0147,3,2.0,31/08/2026,False,False,False,False,False,,True,Royal Canin Juguete General M,Accesorios,General,Royal Canin,35200.0,52900.0,Mayorista Animalia
2026-08-31,Centro,P0148,4,2.0,31/08/2026,False,False,False,False,False,,True,Whiskas Correa Perro L,Accesorios,Perro,Whiskas,27700.0,41600.0,Veterinaria Central
2026-08-31,Centro,P0149,5,2.0,31/08/2026,False,False,False,False,False,,True,Osspret Juguete Gato XL,Accesorios,Gato,Osspret,38400.0,64200.0,EcoPet Distribuciones
2026-08-31,Centro,P0150,4,2.0,31/08/2026,False,False,False,False,False,,True,Vitalcan Correa General XS,Accesorios,General,Vitalcan,22500.0,35400.0,NutriPet Sur
2026-08-31,Centro,P0151,4,2.0,31/08/2026,False,False,False,False,False,,True,Nutribon Juguete Perro S,Accesorios,Perro,Nutribon,45700.0,82200.0,Accesorios Huella
2026-08-31,Centro,P0152,3,2.0,31/08/2026,False,False,False,False,False,,True,Royal Canin Correa Gato M,Accesorios,Gato,Royal Canin,36500.0,55900.0,Distribuidora Patitas
2026-08-31,Centro,P0153,9,2.0,31/08/2026,False,False,False,False,False,,True,Whiskas Juguete General L,Accesorios,General,Whiskas,24600.0,36300.0,Mundo Mascota
